travelCode,userCode,from,to,flightType,price,time,distance,agency,date
6117,61,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,11/19/2020
6117,61,Rio de Janeiro (RJ),Brasilia (DF),firstClass,687.25,0.48,183.37,Rainbow,11/22/2020
6118,61,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,11/26/2020
6118,61,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,11/28/2020
6119,61,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,12/03/2020
6119,61,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,12/05/2020
6120,61,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,12/10/2020
6120,61,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,12/11/2020
6121,61,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,12/17/2020
6121,61,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,12/19/2020
6122,61,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,12/24/2020
6122,61,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,12/27/2020
6123,61,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,12/31/2020
6123,61,Sao Paulo (SP),Aracaju (SE),firstClass,1186.15,1.02,392.76,CloudFy,01/04/2021
6124,61,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,01/07/2021
6124,61,Salvador (BH),Brasilia (DF),premium,836.89,1.76,676.56,CloudFy,01/08/2021
6125,61,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,01/14/2021
6125,61,Natal (RN),Aracaju (SE),firstClass,611.59,0.46,176.33,FlyingDrops,01/17/2021
6126,61,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,01/21/2021
6126,61,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,01/25/2021
6127,61,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,01/28/2021
6127,61,Rio de Janeiro (RJ),Aracaju (SE),premium,1098.93,1.55,597.61,Rainbow,01/31/2021
6128,61,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,02/04/2021
6128,61,Sao Paulo (SP),Brasilia (DF),firstClass,824.31,0.67,257.81,Rainbow,02/06/2021
6129,61,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,02/11/2021
6129,61,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1446.4,1.55,597.61,CloudFy,02/12/2021
6130,61,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,02/18/2021
6130,61,Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,1.55,597.61,Rainbow,02/22/2021
6131,61,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,02/25/2021
6131,61,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,02/26/2021
6132,61,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,03/04/2021
6132,61,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,03/05/2021
6133,61,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,03/11/2021
6133,61,Sao Paulo (SP),Aracaju (SE),firstClass,1269.73,1.02,392.76,FlyingDrops,03/12/2021
6134,61,Brasilia (DF),Natal (RN),economic,726.19,1.43,550.69,Rainbow,03/18/2021
6134,61,Natal (RN),Brasilia (DF),economic,686.79,1.43,550.69,Rainbow,03/21/2021
6135,61,Aracaju (SE),Sao Paulo (SP),economic,446.73,1.02,392.76,Rainbow,03/25/2021
6135,61,Sao Paulo (SP),Aracaju (SE),economic,647.9,1.02,392.76,Rainbow,03/26/2021
6136,61,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,04/01/2021
6136,61,Sao Paulo (SP),Aracaju (SE),premium,906.59,1.02,392.76,CloudFy,04/02/2021
6137,61,Brasilia (DF),Salvador (BH),economic,958.15,1.76,676.56,CloudFy,04/08/2021
6137,61,Salvador (BH),Brasilia (DF),economic,587.85,1.76,676.56,CloudFy,04/09/2021
6138,61,Recife (PE),Sao Paulo (SP),economic,545.95,1.26,486.52,Rainbow,04/15/2021
6138,61,Sao Paulo (SP),Recife (PE),economic,827.12,1.26,486.52,Rainbow,04/19/2021
6139,61,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,04/22/2021
6139,61,Salvador (BH),Brasilia (DF),firstClass,1032.4,1.76,676.56,CloudFy,04/24/2021
6140,61,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,04/29/2021
6140,61,Salvador (BH),Aracaju (SE),firstClass,1531.92,2.16,830.86,CloudFy,04/30/2021
6141,61,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,05/06/2021
6141,61,Sao Paulo (SP),Recife (PE),economic,829.91,1.26,486.52,CloudFy,05/07/2021
6142,61,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,05/13/2021
6142,61,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,05/16/2021
6143,61,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,05/20/2021
6143,61,Natal (RN),Recife (PE),firstClass,694.42,0.58,222.67,FlyingDrops,05/23/2021
6144,61,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,05/27/2021
6144,61,Natal (RN),Aracaju (SE),firstClass,611.59,0.46,176.33,FlyingDrops,05/31/2021
6145,61,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,06/03/2021
6145,61,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,06/07/2021
6146,61,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,06/10/2021
6146,61,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,06/12/2021
6147,61,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,06/17/2021
6147,61,Sao Paulo (SP),Brasilia (DF),premium,586.06,0.67,257.81,Rainbow,06/19/2021
6148,61,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,06/24/2021
6148,61,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,06/28/2021
6149,61,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,07/01/2021
6149,61,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,07/04/2021
6150,61,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,07/08/2021
6150,61,Natal (RN),Recife (PE),firstClass,806.91,0.58,222.67,Rainbow,07/12/2021
6151,61,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,07/15/2021
6151,61,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,07/16/2021
6152,61,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,07/22/2021
6152,61,Natal (RN),Aracaju (SE),economic,301.61,0.46,176.33,Rainbow,07/26/2021
6153,61,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,07/29/2021
6153,61,Salvador (BH),Aracaju (SE),firstClass,1581.59,2.16,830.86,FlyingDrops,08/02/2021
6154,61,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,08/05/2021
6154,61,Campo Grande (MS),Aracaju (SE),economic,886.9,1.69,650.1,CloudFy,08/06/2021
6155,61,Recife (PE),Salvador (BH),firstClass,1596.61,2.05,788.55,FlyingDrops,08/12/2021
6155,61,Salvador (BH),Recife (PE),firstClass,1348.04,2.05,788.55,FlyingDrops,08/15/2021
6156,61,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,08/19/2021
6156,61,Rio de Janeiro (RJ),Recife (PE),firstClass,1617.81,2.3,885.57,Rainbow,08/20/2021
6157,61,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,08/26/2021
6157,61,Natal (RN),Aracaju (SE),premium,479.37,0.46,176.33,Rainbow,08/28/2021
6158,61,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,09/02/2021
6158,61,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,09/06/2021
6159,61,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,09/09/2021
6159,61,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,09/10/2021
6160,61,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,09/16/2021
6160,61,Sao Paulo (SP),Brasilia (DF),firstClass,824.31,0.67,257.81,Rainbow,09/18/2021
6161,61,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,09/23/2021
6161,61,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,09/24/2021
6162,61,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,09/30/2021
6162,61,Natal (RN),Aracaju (SE),firstClass,611.59,0.46,176.33,FlyingDrops,10/03/2021
6163,61,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,10/07/2021
6163,61,Campo Grande (MS),Aracaju (SE),firstClass,1581.8,1.69,650.1,CloudFy,10/10/2021
6164,61,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,10/14/2021
6164,61,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,10/18/2021
6165,61,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,10/21/2021
6165,61,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,10/23/2021
6166,61,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,10/28/2021
6166,61,Salvador (BH),Recife (PE),firstClass,1440.02,2.05,788.55,CloudFy,10/30/2021
6167,61,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,11/04/2021
6167,61,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,11/06/2021
6168,61,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,11/11/2021
6168,61,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,11/14/2021
6169,61,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,11/18/2021
6169,61,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,11/21/2021
6170,61,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,11/25/2021
6170,61,Natal (RN),Aracaju (SE),firstClass,611.59,0.46,176.33,FlyingDrops,11/29/2021
6171,61,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,12/02/2021
6171,61,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,12/03/2021
6172,61,Brasilia (DF),Campo Grande (MS),firstClass,1096.58,0.72,277.7,CloudFy,12/09/2021
6172,61,Campo Grande (MS),Brasilia (DF),firstClass,949.99,0.72,277.7,CloudFy,12/11/2021
6173,61,Recife (PE),Campo Grande (MS),premium,793.15,1.39,535.4,CloudFy,12/16/2021
6173,61,Campo Grande (MS),Recife (PE),premium,959.91,1.39,535.4,CloudFy,12/20/2021
6174,61,Recife (PE),Sao Paulo (SP),firstClass,883.63,1.26,486.52,CloudFy,12/23/2021
6174,61,Sao Paulo (SP),Recife (PE),firstClass,1533.42,1.26,486.52,CloudFy,12/26/2021
6175,61,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,12/30/2021
6175,61,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,01/01/2022
6176,61,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,01/06/2022
6176,61,Rio de Janeiro (RJ),Recife (PE),economic,932.59,2.3,885.57,Rainbow,01/10/2022
6177,61,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,01/13/2022
6177,61,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,01/17/2022
6178,61,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,01/20/2022
6178,61,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,01/24/2022
6179,61,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,01/27/2022
6179,61,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,01/28/2022
6180,61,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,02/03/2022
6180,61,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,02/07/2022
6181,61,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,02/10/2022
6181,61,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,02/11/2022
6182,61,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,02/17/2022
6182,61,Natal (RN),Recife (PE),firstClass,694.42,0.58,222.67,FlyingDrops,02/21/2022
6183,61,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,02/24/2022
6183,61,Natal (RN),Brasilia (DF),premium,919.89,1.43,550.69,Rainbow,02/26/2022
6184,61,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,03/03/2022
6184,61,Campo Grande (MS),Recife (PE),firstClass,1262.23,1.39,535.4,FlyingDrops,03/05/2022
6185,61,Recife (PE),Sao Paulo (SP),firstClass,883.63,1.26,486.52,CloudFy,03/10/2022
6185,61,Sao Paulo (SP),Recife (PE),firstClass,1533.42,1.26,486.52,CloudFy,03/14/2022
6186,61,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,03/17/2022
6186,61,Campo Grande (MS),Brasilia (DF),firstClass,870.91,0.72,277.7,Rainbow,03/21/2022
6187,61,Aracaju (SE),Campo Grande (MS),premium,1021.53,1.69,650.1,CloudFy,03/24/2022
6187,61,Campo Grande (MS),Aracaju (SE),premium,1215.45,1.69,650.1,CloudFy,03/27/2022
6188,61,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,03/31/2022
6188,61,Campo Grande (MS),Recife (PE),economic,659.43,1.39,535.4,CloudFy,04/01/2022
6189,61,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,04/07/2022
6189,61,Sao Paulo (SP),Recife (PE),economic,829.91,1.26,486.52,CloudFy,04/11/2022
6190,61,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,04/14/2022
6190,61,Sao Paulo (SP),Aracaju (SE),economic,722.74,1.02,392.76,CloudFy,04/18/2022
6191,61,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,04/21/2022
6191,61,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,04/25/2022
6192,61,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,04/28/2022
6192,61,Salvador (BH),Aracaju (SE),economic,826.02,2.16,830.86,Rainbow,04/29/2022
6193,61,Recife (PE),Salvador (BH),firstClass,1596.61,2.05,788.55,FlyingDrops,05/05/2022
6193,61,Salvador (BH),Recife (PE),firstClass,1348.04,2.05,788.55,FlyingDrops,05/07/2022
6194,61,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,05/12/2022
6194,61,Rio de Janeiro (RJ),Brasilia (DF),economic,369.57,0.48,183.37,CloudFy,05/14/2022
6195,61,Brasilia (DF),Rio de Janeiro (RJ),economic,371.04,0.48,183.37,Rainbow,05/19/2022
6195,61,Rio de Janeiro (RJ),Brasilia (DF),economic,364.34,0.48,183.37,Rainbow,05/22/2022
6196,61,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,05/26/2022
6196,61,Sao Paulo (SP),Brasilia (DF),premium,602.12,0.67,257.81,CloudFy,05/29/2022
6197,61,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,06/02/2022
6197,61,Salvador (BH),Recife (PE),economic,767.27,2.05,788.55,CloudFy,06/05/2022
6198,61,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,06/09/2022
6198,61,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,06/12/2022
6199,61,Recife (PE),Campo Grande (MS),premium,832.77,1.39,535.4,Rainbow,06/16/2022
6199,61,Campo Grande (MS),Recife (PE),premium,991.22,1.39,535.4,Rainbow,06/18/2022
6200,61,Brasilia (DF),Rio de Janeiro (RJ),economic,371.04,0.48,183.37,Rainbow,06/23/2022
6200,61,Rio de Janeiro (RJ),Brasilia (DF),economic,364.34,0.48,183.37,Rainbow,06/24/2022
6201,61,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,06/30/2022
6201,61,Campo Grande (MS),Brasilia (DF),firstClass,870.91,0.72,277.7,Rainbow,07/01/2022
6202,61,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,07/07/2022
6202,61,Campo Grande (MS),Brasilia (DF),premium,661.32,0.72,277.7,CloudFy,07/09/2022
6203,61,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,07/14/2022
6203,61,Natal (RN),Aracaju (SE),firstClass,576.66,0.46,176.33,CloudFy,07/18/2022
6204,61,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,07/21/2022
6204,61,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1381.55,1.55,597.61,FlyingDrops,07/25/2022
6205,61,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,07/28/2022
6205,61,Rio de Janeiro (RJ),Brasilia (DF),economic,369.57,0.48,183.37,CloudFy,07/31/2022
6206,61,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,08/04/2022
6206,61,Natal (RN),Recife (PE),firstClass,694.42,0.58,222.67,FlyingDrops,08/06/2022
6207,61,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,08/11/2022
6207,61,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,08/14/2022
6208,61,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,08/18/2022
6208,61,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,08/20/2022
6209,61,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,08/25/2022
6209,61,Salvador (BH),Brasilia (DF),economic,609.83,1.76,676.56,Rainbow,08/27/2022
6210,61,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,09/01/2022
6210,61,Salvador (BH),Recife (PE),economic,767.27,2.05,788.55,CloudFy,09/05/2022
6211,61,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,09/08/2022
6211,61,Salvador (BH),Brasilia (DF),firstClass,1040.84,1.76,676.56,Rainbow,09/12/2022
6212,61,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,09/15/2022
6212,61,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,09/19/2022
6213,61,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,09/22/2022
6213,61,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,09/23/2022
6214,61,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,09/29/2022
6214,61,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,10/03/2022
6215,61,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,1.55,597.61,FlyingDrops,10/06/2022
6215,61,Rio de Janeiro (RJ),Aracaju (SE),firstClass,1381.55,1.55,597.61,FlyingDrops,10/07/2022
6216,61,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,10/13/2022
6216,61,Sao Paulo (SP),Aracaju (SE),firstClass,1159.84,1.02,392.76,Rainbow,10/17/2022
6217,61,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,10/20/2022
6217,61,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,10/23/2022
6218,61,Brasilia (DF),Sao Paulo (SP),firstClass,904.0,0.67,257.81,FlyingDrops,10/27/2022
6218,61,Sao Paulo (SP),Brasilia (DF),firstClass,727.31,0.67,257.81,FlyingDrops,10/29/2022
6219,61,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,11/03/2022
6219,61,Rio de Janeiro (RJ),Aracaju (SE),premium,1098.93,1.55,597.61,Rainbow,11/06/2022
6220,62,Aracaju (SE),Campo Grande (MS),premium,1116.83,1.69,650.1,Rainbow,09/26/2019
6220,62,Campo Grande (MS),Aracaju (SE),premium,1146.95,1.69,650.1,Rainbow,09/27/2019
6221,62,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,10/03/2019
6221,62,Rio de Janeiro (RJ),Recife (PE),economic,952.83,2.3,885.57,CloudFy,10/06/2019
6222,62,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,10/10/2019
6222,62,Salvador (BH),Recife (PE),firstClass,1440.02,2.05,788.55,CloudFy,10/14/2019
6223,62,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,10/17/2019
6223,62,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,10/18/2019
6224,62,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,10/24/2019
6224,62,Natal (RN),Aracaju (SE),firstClass,611.59,0.46,176.33,FlyingDrops,10/28/2019
6225,62,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,10/31/2019
6225,62,Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,1.55,597.61,Rainbow,11/03/2019
6226,62,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,11/07/2019
6226,62,Rio de Janeiro (RJ),Recife (PE),firstClass,1702.23,2.3,885.57,FlyingDrops,11/11/2019
6227,62,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,11/14/2019
6227,62,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,11/16/2019
6228,62,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,11/21/2019
6228,62,Brasilia (DF),Aracaju (SE),economic,721.2,1.11,425.98,Rainbow,11/24/2019
6229,62,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,11/28/2019
6229,62,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,11/29/2019
6230,62,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,12/05/2019
6230,62,Sao Paulo (SP),Aracaju (SE),firstClass,1269.73,1.02,392.76,FlyingDrops,12/09/2019
6231,62,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,12/12/2019
6231,62,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,12/15/2019
6232,62,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,12/19/2019
6232,62,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,12/22/2019
6233,62,Recife (PE),Campo Grande (MS),premium,793.15,1.39,535.4,CloudFy,12/26/2019
6233,62,Campo Grande (MS),Recife (PE),premium,959.91,1.39,535.4,CloudFy,12/29/2019
6234,62,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,01/02/2020
6234,62,Salvador (BH),Aracaju (SE),firstClass,1581.59,2.16,830.86,FlyingDrops,01/03/2020
6235,62,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,01/09/2020
6235,62,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,01/13/2020
6236,62,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,01/16/2020
6236,62,Salvador (BH),Brasilia (DF),firstClass,1020.08,1.76,676.56,FlyingDrops,01/17/2020
6237,62,Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,0.48,183.37,CloudFy,01/23/2020
6237,62,Rio de Janeiro (RJ),Brasilia (DF),premium,503.26,0.48,183.37,CloudFy,01/25/2020
6238,62,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,01/30/2020
6238,62,Rio de Janeiro (RJ),Recife (PE),premium,1306.26,2.3,885.57,Rainbow,02/01/2020
6239,62,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,02/06/2020
6239,62,Salvador (BH),Brasilia (DF),premium,836.89,1.76,676.56,CloudFy,02/09/2020
6240,62,Recife (PE),Campo Grande (MS),premium,793.15,1.39,535.4,CloudFy,02/13/2020
6240,62,Campo Grande (MS),Recife (PE),premium,959.91,1.39,535.4,CloudFy,02/15/2020
6241,62,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,02/20/2020
6241,62,Campo Grande (MS),Aracaju (SE),economic,877.56,1.69,650.1,Rainbow,02/22/2020
6242,62,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,02/27/2020
6242,62,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,03/02/2020
6243,62,Aracaju (SE),Recife (PE),economic,604.14,1.44,555.74,CloudFy,03/05/2020
6243,62,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,03/06/2020
6244,62,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,03/12/2020
6244,62,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,03/13/2020
6245,62,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,03/19/2020
6245,62,Natal (RN),Recife (PE),economic,406.36,0.58,222.67,Rainbow,03/23/2020
6246,62,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,03/26/2020
6246,62,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,03/30/2020
6247,62,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,04/02/2020
6247,62,Campo Grande (MS),Recife (PE),firstClass,1185.95,1.39,535.4,Rainbow,04/04/2020
6248,62,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,04/09/2020
6248,62,Sao Paulo (SP),Recife (PE),firstClass,1464.89,1.26,486.52,FlyingDrops,04/10/2020
6249,62,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,04/16/2020
